workerid,proliferate.condition,order,paraphrase,rating,response,slide_number_in_experiment,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
1556,condition1,all-the-a,all,0,,13,76857:29,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,the,0.94,,13,76857:29,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,a,0,,13,76857:29,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,other,0.06000000000000005,,13,76857:29,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,all,0,,14,133841:11,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,the,1,,14,133841:11,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,a,0,,14,133841:11,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,other,0,,14,133841:11,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,all,0.32,,15,110811:17,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,the,0.06,,15,110811:17,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,a,0.2,,15,110811:17,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,other,0.41999999999999993,,15,110811:17,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,all,0,,16,60573:116,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,the,0.56,,16,60573:116,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,a,0.44000000000000006,,16,60573:116,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,other,0,,16,60573:116,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,all,0.39,,17,control_all_cookies,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,the,0.31000000000000005,,17,control_all_cookies,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,a,0.3,,17,control_all_cookies,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,other,1.1102230246251563e-16,,17,control_all_cookies,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,all,0,,18,31157:19,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,the,1,,18,31157:19,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,a,0,,18,31157:19,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,other,0,,18,31157:19,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,all,0,,19,control_the_book,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,the,0.97,,19,control_the_book,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,a,0.030000000000000027,,19,control_the_book,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,other,0,,19,control_the_book,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,all,1.1102230246251563e-16,,20,control_the_movie,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,the,1,,20,control_the_movie,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,a,0,,20,control_the_movie,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,other,0,,20,control_the_movie,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,all,0,,21,42920:16,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,the,0,,21,42920:16,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,a,1,,21,42920:16,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,other,0,,21,42920:16,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,all,0,,22,153578:48,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,the,1,,22,153578:48,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,a,0,,22,153578:48,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,other,0,,22,153578:48,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,all,0,,23,144508:26,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,the,1.1102230246251563e-16,,23,144508:26,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,a,1,,23,144508:26,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,other,0,,23,144508:26,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,all,0,,24,16185:21,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,the,1,,24,16185:21,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,a,0,,24,16185:21,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1556,condition1,all-the-a,other,0,,24,16185:21,[],18,Yes,,1,1,1,Female,"spanish, english",Chrome,Windows,720,1280,10.2886,
1544,condition1,,,,"['Margaret', 'Margaret']",1,bot_check,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,0.64,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0.3599999999999999,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,0.64,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0.3599999999999999,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,1,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,1,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,1,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,1,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,1,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,1,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,1,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,1,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,1,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0,,4,example1,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,0,,5,example2,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,5,example2,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,1,,5,example2,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0,,5,example2,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,1,,6,example3,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,6,example3,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,0,,6,example3,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0,,6,example3,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,0,,7,example4,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,7,example4,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,1,,7,example4,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0,,7,example4,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,0,,9,control_the_movie,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,9,control_the_movie,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,1,,9,control_the_movie,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0,,9,control_the_movie,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,0,,10,110811:17,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,10,110811:17,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,0,,10,110811:17,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,1,,10,110811:17,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,all,1,,11,control_all_cookies,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,a,0,,11,control_all_cookies,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,the,0,,11,control_all_cookies,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
1544,condition1,all-a-the,other,0,,11,control_all_cookies,[],28,Yes,Thought the options were strange. It was a strange experiment to say the least.,3,0,1,Male,English,Chrome,Windows,864,1536,8.841966666666666,
